Date,Type,Dead,Injured,Location,Details,Perpetrator,Part of
15,Executions,13,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",The Islamic State executed 13 civilians by drowning them in metal cages in Mosul.[64],Islamic State,Iraqi Civil War
15,Executions,8,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Hawija, Iraq",The Islamic State executed 8 civilians in Hawija.[64],Islamic State,Iraqi Civil War
16,Car bombing,59,66,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",At least 59 people were killed and more than 60 others were wounded in a car bomb explosion at a car dealership.[65][66][67],Islamic State,Iraqi Civil War
16,Suicide bombing,88+ (+1),250+,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sehwan, Pakistan",2017 Sehwan suicide bombing: A suicide bombing at a popular shrine in southern Pakistan killed at least 88 people and wounded over 250. The Islamic State claimed responsibility.[68][69],Islamic State – Khorasan Province,Spillover of the War in North-West Pakistan
16,Assassination,1,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Rafah, Egypt",A Coptic Christian teacher was gunned down by suspected Islamic militants in northern Sinai.[70],Islamic State – Sinai Province (suspected),Sinai insurgency
16,Ambush,17 (+21),Unknown,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Nangarhar, Afghanistan",A group of militants launched simultaneous attacks against several Afghan Army outposts in the country's eastern Nangarhar Province. At least 17 soldiers and 21 attackers were killed after several hours of heavy fighting. The Islamic State group later claimed responsibility.[71],Islamic State – Khorasan Province,War in Afghanistan
17,"Landmine, Shooting",2 (+3),15,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Davao City, Philippines","Two soldiers and three communist New People’s Army rebels were killed while 15 other troops were wounded in a land mine attack and clashes here, officials said yesterday.[72]",New People’s Army,CPP-NPA-NDF rebellion
17,Shooting,0,2,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Khyber Agency, Pakistan",Two Frontier Corps personnel were injured when militants attacked a post along the Pak-Afghan border in Khyber Agency.[73],Unknown,War in North-West Pakistan
17,"Suicide bombings, shooting",2 (+9),Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Maiduguri, Nigeria","Two civilians were killed by a suicide bombing. Other 8 attackers, were killed by the police.[74]",Boko Haram,Boko Haram insurgency
17,Mortar attack,2,2,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",Two children were killed and their parents were injured in an al-Shabaab mortar attack close to Somalia’s presidential palace during a handover ceremony for the country’s new leader.[75],Al-Shabaab,War in Somalia
17,Bombing,5,2,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sinai, Egypt",A roadside bombing killed five soldiers and left two others injured.[76],Islamic State – Sinai Province (suspected),Sinai insurgency
17,Attack,8,Unknown,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Tikrit, Iraq","Islamic State militants attacked a Popular Mobilization Forces battalion headquarters southeast of Tikrit, killing eight militia members and injuring an unknown number.[65]",Islamic State,Iraqi Civil War
17,Car bombing,2,17,"&lt;img alt=""Turkey"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Viransehir, Turkey","A child and a man were killed and 17 others were injured in a large car bomb blast in Viransehir, in Turkey's Şanlıurfa Province.[77]",Kurdistan Workers' Party,Kurdish–Turkish conflict
18,Bombing,2,0 (+1),"&lt;img alt=""Colombia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Pailitas, Colombia","Two motorized police were shot to death by suspected guerrillas who also triggered a fragmentation grenade, leaving the patrol motorcycle totally incinerated. In the reaction of the police, one of the attackers who was captured was wounded.[78]",National Liberation Army,Colombian Conflict
18,Shootings,2,1,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",A campaigner for the newly elected president of Somalia and an ex-intelligence deputy chief were killed in two attacks. Another was injured.[79],Al-Shabaab (suspected),War in Somalia
18,Shooting,5 (+1),9,"&lt;img alt=""Peru"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/23px-Flag_of_Peru.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Lima, Peru","2017 Lima Shooting: least 5 people were killed and 10 injured at the Royal Plaza shopping mall in Lima, Peru, it is believed that the attack was motivated eviction of the perpetrator's peddler.[80][81]",Lone Wolf,
19,Suicide bombing,2 (+1),Unknown,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",Two persons were killed by an Islamic State suicide bomber.[82],Islamic State,Iraqi Civil War
19,"Shooting, kidnapping",1,7 kidnapped,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Tawi-Tawi, Philippines",Gunmen in southern Philippine waters killed one crewman of a Vietnamese vessel and abducted seven.[83],Abu Sayyaf,Moro conflict
19,Suicide car bombing,39 (+1),50+,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",At least 39 people were killed and more than 50 others were injured when a car packed with explosives blew up at a market near a busy intersection in the Somali capital of Mogadishu.[84],Al-Shabaab (suspected),War in Somalia
19,Bombing,0,4,"&lt;img alt=""Guatemala"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Guatemala.svg/23px-Flag_of_Guatemala.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""960"" data-file-height=""600""&gt; Villa Nueva, Guatemala",At least four people were wounded in the explosion of a homemade artifact. Police suspect the bombing had the intention of extorting shopkeepers.[85],Unknown,
19,Bombing,1,40,"&lt;img alt=""Colombia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Bogotá, Colombia","2017 Bogota Bombing An explosion happened near a bullring, where animal rights activists were preparing to hold a march. It is not yet clear if the blast was linked to the march, but the Bogotá mayor Enrique Penalosa called the perpetrators ""terrorists.""[86][87]",National Liberation Army (suspected),Colombian Conflict
20,"Shooting, bombing",1,9,"&lt;img alt=""Ukraine"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Lebedynske, Ukraine",An officer of the State Emergency Service died in a Dnipro hospital of wounds he had suffered in Avdiivka on 2 February. Two Ukrainian servicemen were wounded in the Donbass region and seven servicemen were injured when a truck they were riding in exploded on an unidendified explosive device at Lebedynske.[88],United Armed Forces of Novorossiya (suspected),War in Donbass
20,"Attack, Shooting",20,Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Kaduna, Nigeria","Heavily armed Fulani herdsmen, on Sunday and Monday, killed at least 20 people in Southern Kaduna during attacks on four different locations. The herdsmen also engaged in fierce gun battles with soldiers and mobile policemen, who moved in to quell the attacks.[89]",Fulani herdsmen,Communal conflicts in Nigeria
20,Land mine,2,5,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Kismayo, Somalia",Kenyan Defense Forces military convoy was targeted in a roadside bomb blast near the southern port town of Kismayo.[90],Al-Shabaab (suspected),War in Somalia
20,Airstrike,11,3,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",Islamic State drones and rocket shelling killed 11 civilians in areas recaptured by security forces in eastern Mosul.[91],Islamic State,Iraqi Civil War
20,Bombing,1,4,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",An IED bombing at a market killed one person and wounded four.[92],Islamic State,Iraqi Civil War
20,Bombing,0,0,"&lt;img alt=""Peru"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/23px-Flag_of_Peru.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Iquitos, Peru","In the Peruvian city of Iquitos, opponents of the provincial government on duty detonated a bomb in 28 de Julio Square [93]",Opponents,
21,Petrol bombing,0,0,"&lt;img alt=""United Kingdom"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""600""&gt; Bangor, Northern Ireland, United Kingdom","A Sinn Féin election agent's car was set on fire during a petrol bomb attack in Bangor, County Down. Sinn Féin's leader in Northern Ireland Michelle O'Neill stated that the attacks were politically motivated to affect the upcoming election.[94]",Dissident republicans,Dissident Irish Republican campaign
21,Bombing,7,30,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",A car bombing in the southwestern Baghdad neighborhood of Amiriya killed 7 civilians and injured at least 30 others.[95],Islamic State (suspected),Iraqi Civil War
21,Execution,1,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Iraq",A police officer was executed by Islamic State militants.[96],Islamic State,Iraqi Civil War
21,Suicide bombings,7 (+3),21,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Charsadda, Pakistan","2017 Charsadda suicide bombing: At least seven people, including a lawyer were killed and 21 others injured as a sessions court in Charsadda was hit by multiple suicide bombers.[97]",Jamaat-ul-Ahrar,War in North-West Pakistan
22,"Shooting, execution",2,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Arish, Egypt",Two Christians were killed by Islamic State militants. The first was shot dead and the second was abducted and later burned alive.[98],Islamic State – Sinai Province,Sinai insurgency
22,Shooting,0,4,"&lt;img alt=""Central African Republic"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/23px-Flag_of_the_Central_African_Republic.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Ouaka, Central African Republic",The United Nations peacekeeping mission in the Central African Republic reported that its troops on patrol were ambushed outside of Ippy in Ouaka prefecture.[99],Popular Front for the Rebirth of Central African Republic,Central African Republic Civil War
22,Attempted Bombing,0,0,"&lt;img alt=""United Kingdom"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""600""&gt; Derry, United Kingdom","A bomb exploded under a car outside of an police officers home in Derry. The bomb went off as Army technical officers were trying to defuse the device. No one was killed or injured in the incident, which is being blamed on dissident republicans.[100]",New Irish Republican Army,Dissident Irish Republican campaign
22,Attempted Assassination,0,1,"&lt;img alt=""Libya"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""960"" data-file-height=""480""&gt; Benghazi, Libya",Benghazi’s security chief Saleh Hweidi suffered minor injuries when a car bomb exploded as his convoy drove past it in Benghazi.[101],Benghazi Shura Council (suspected),Libyan Civil War
22,Ambush,15,19,"&lt;img alt=""Niger"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/18px-Flag_of_Niger.svg.png"" width=""18"" height=""15"" class=""thumbborder"" data-file-width=""700"" data-file-height=""600""&gt; Tiloa, Niger","A group of militants ambushed an army patrol outside Tiloa, near the border with Mali, killing 15 soldiers and injuring 19 more.[102]",Al-Qaeda in the Islamic Maghreb (suspected),Northern Mali conflict
23,Shooting,1,2,"&lt;img alt=""United States"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1235"" data-file-height=""650""&gt; Kansas City, United States","2017 Olathe, Kansas shooting: A Kansas man shot three people after yelling ""get out of my Country."" The gunman said he believed the men he shot were Middle Eastern, but the victims were Indian engineers.An Indian man was killed and another was injured. Ian Grillot, an American who tried to save them, was also shot.[103]",Lone wolf,Terrorism in the United States
23,Shooting,4,5,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Shopian, India","Three soldiers were killed and five others, including a Lieutenant Colonel and a Major, were injured when militants ambushed an Army convoy in Shopian.[104]",Hizbul Mujahideen,Kashmir Conflict
24,Car bombing,61,100+,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sosyan, Syria","At least 53 people were killed in a car bombing, followed by a secondary blast which killed 8 others. The Islamic State group claimed responsibility for the attack, which came one day after they were pushed out of the nearby city of Al-Bab.[105]",Islamic State,Syrian Civil War
24,Suicide car bombing,8+ (+1),10,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Zinjibar, Yemen",A suicide bomber killed at least eight soldiers in an attack on a military camp in Yemen's southern city of Zinjibar at dawn on Friday.[106],Al-Qaeda in the Arabian Peninsula (suspected),Yemeni Civil War
24,Assassination,1,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Arish, Egypt","Suspected Islamic State militants gunned down a Coptic Christian inside his home in northern Sinai. The militants stormed his home, and shot him to death in front of his wife and children in the town of el-Arish.[107]",Islamic State – Sinai Province,Sinai insurgency
24,"Suicide car bomb, ambush",15,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Ar-Rutbah, Iraq",Islamic State militants attacked an Iraqi border crossing outside of Rutba with a suicide car bomb and gunmen. 15 soldiers were killed including 2 officers. No reports on injuries.[108],Islamic State,Iraqi Civil War
24,Suicide car bombing,2 (+1),3,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Girishk, Afghanistan",A suicide car bomb killed at least two soldiers and wounded three others in the southern Helmand province.[109],Taliban (suspected),War in Afghanistan
25,Suicide bombings,32+ (+6),Dozens,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Homs, Syria","At least 32 people were killed and many more injured in a coordinated attack involving six suicide bombers. The bombings happened outside Syrian military and intelligence facilities in Homs, and killed the army's intelligence chief General Hassan Daabul.[110][111]",Tahrir al-Sham,Syrian Civil War
25,Shooting,0,0,"&lt;img alt=""Colombia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Santander, Colombia","An ambush against the governor of the North of Santander, only left material damages, the ELN, is suspected.[112]",National Liberation Army (suspected),Colombian Conflict
25,Bombing,1,2,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Kirkuk, Iraq",Four bombs blew up near a pipeline in Kirkuk. One member of the Peshmerga was killed and two others were wounded.[113],Islamic State,Iraqi Civil War
25,Ambush,11,0,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Darzab, Afghanistan","Militants ambushed a group of police officers as they were leaving a mosque in the Darzab District of the northern Jowzjan Province, killing 10 of them in addition to the wife of a commander. Officials initially blamed the Islamic State group for the attack, but the Taliban later claimed it via their spokesman Zabihullah Mujahid.[114]",Taliban,War in Afghanistan
26,Bombing,0,4,"&lt;img alt=""Bahrain"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/23px-Flag_of_Bahrain.svg.png"" width=""23"" height=""14"" class=""thumbborder"" data-file-width=""1500"" data-file-height=""900""&gt; Jaww, Bahrain",Four were wounded after bomb exploded on board a police bus near the village of Jaww.[115],Lone wolf (suspected),Aftermath of the Bahraini uprising
26,Bombing,6,8,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq","Prominent Rudaw Media Network journalist Shifa Gardi was killed along with a Popular Mobilization Forces commander and four militia fighters while she was conducting a report on a suspected mass grave south of Mosul. At least 8 others were injured in the roadside bombing, including Gardi's cameraman.[116]",Islamic State,Iraqi Civil War
26,Suicide bombing,0 (+1),2,"&lt;img alt=""Algeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/23px-Flag_of_Algeria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Constantine, Algeria",Police killed a suicide bomber heading for their commissariat. The explosion of the explosive belt caused two wounded.[117],Islamic State – Algeria Province,Insurgency in the Maghreb
27,Bombing,0 (+1),0,"&lt;img alt=""Indonesia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Indonesia.svg/23px-Flag_of_Indonesia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Bandung, Indonesia",Indonesian police shot dead a man linked to the Islamic State militant group during a firefight at a government office on Monday after a small bomb was set off nearby.[118],Islamic State,Terrorism in Indonesia
27,Execution,1,0,"&lt;img alt=""Philippines"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""900"" data-file-height=""450""&gt; Philippines",The Philippines-based Abu Sayyaf armed group has posted a video purportedly showing the beheading of a German man held for three months after demands for a ransom were not met.[119],Abu Sayyaf,Moro Conflict
27,Shooting,0,1+,"&lt;img alt=""Burkina Faso"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/23px-Flag_of_Burkina_Faso.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Soum, Burkina Faso","Two police stations in Tongomayel and Baraboulé were attacked overnight by suspected jihadists. The Ansar ul Islam militant group, which has links to the Ansar Dine extremist movement in Mali, said it staged the attacks.[120]",Ansar ul Islam,Insurgency in the Maghreb
